;Unnamed: 0;Ömerli;Darlik;Elmali;Terkos;Alibey;Büyükçekmece;Sazlidere;Kazandere;Pabuçdere;Istrancalar;ort;yagis;tuketim;temiz
5.05.14;5.05.14 00:00;28,72;26,51;15,71;54,03;28,54;28,59;17,88;16,12;0,86;9,6;22,66;3,24;;79.584
6.05.14;6.05.14 00:00;28,5;26,38;15,73;54,2;28,34;28,59;17,78;15,97;0,86;9,48;22,58;5,97;;79.584
7.05.14;7.05.14 00:00;28,22;26,33;15,73;53,86;28,41;28,59;17,73;15,9;0,93;10,46;22,62;0;;79.584
8.05.14;8.05.14 00:00;28,11;26,2;15,75;53,53;28,08;28,25;17,73;15,83;0,9;10,75;22,51;0;;79.584
9.05.14;9.05.14 00:00;28,05;26,04;15,77;53,2;27,76;28,25;17,64;15,69;0,83;10,77;22,4;1,4;;79.584
10.05.14;10.05.14 00:00;28,16;26,02;17,1;54,53;28,15;28,59;17,69;15,62;0,96;41,17;25,8;22,66;;79.584
11.05.14;11.05.14 00:00;28,33;25,99;17,33;55,86;28,6;28,76;17,78;15,97;1,67;48,4;26,87;5,94;;79.584
12.05.14;12.05.14 00:00;28,5;25,96;17,4;55,69;28,6;28,76;17,78;16,12;1,69;58,45;27,9;0,08;;79.584
13.05.14;13.05.14 00:00;28,44;25,99;17,42;55,86;28,67;28,92;17,73;16,43;1,41;55,87;27,67;0;;79.584
14.05.14;14.05.14 00:00;28,22;26,02;17,44;55,86;28,99;28,76;17,73;16,62;1,34;51,5;27,25;0,48;;79.584
15.05.14;15.05.14 00:00;27,99;26,02;17,48;55,86;28,99;28,59;17,73;16,62;1,16;46,36;26,68;0;;79.584
16.05.14;16.05.14 00:00;27,77;25,94;17,48;56,03;28,93;28,42;17,64;16,62;0,96;41,87;26,17;0;;79.584
17.05.14;17.05.14 00:00;27,66;25,86;17,46;56,03;28,67;28,42;17,59;16,54;0,61;39,29;25,81;0;;79.584
18.05.14;18.05.14 00:00;27,32;25,83;17,48;55,69;28,6;28,08;17,5;16,47;0,9;37,64;25,55;0;;79.584
19.05.14;19.05.14 00:00;26,94;25,76;17,48;55,53;28,54;27,91;17,4;16,39;0,64;35,95;25,25;0,2;;79.584
20.05.14;20.05.14 00:00;26,6;25,73;17,48;55,53;28,47;27,91;17,32;16,23;0,64;32,32;24,82;0;;79.584
21.05.14;21.05.14 00:00;26,27;25,6;17,48;55,53;28,47;27,58;17,23;16,23;0,64;30,27;24,53;0;;79.584
22.05.14;22.05.14 00:00;25,89;25,47;17,48;55,53;28,21;27,41;17,15;16,43;0,55;29,04;24,32;0;;79.584
23.05.14;23.05.14 00:00;25,61;25,37;17,48;55,03;28,28;27,07;17,02;16,62;0,49;26,37;23,93;0;;79.584
24.05.14;24.05.14 00:00;25,23;25,21;17,48;54,69;28,08;26,9;16,97;16,78;0,49;23,99;23,58;0;;79.584
25.05.14;25.05.14 00:00;24,85;25,08;17,48;54,36;28,28;26,74;16,87;16,78;0,55;23,21;23,42;0;;79.584
26.05.14;26.05.14 00:00;24,58;24,92;17,35;54,36;28,15;26,57;16,76;16,62;0,55;23,43;23,33;0;;79.584
27.05.14;27.05.14 00:00;24,2;24,77;17,63;54,03;27,89;26,4;16,65;16,54;0,55;23,59;23,22;0;;79.584
28.05.14;28.05.14 00:00;23,76;24,66;17,79;53,86;27,76;26,06;16,49;16,19;0,55;23,74;23,09;0;;79.584
29.05.14;29.05.14 00:00;23,39;24,53;17,79;53,7;27,76;25,9;16,29;15,76;0,55;23,78;22,94;0;;79.584
30.05.14;30.05.14 00:00;23,01;24,4;17,79;53,37;27,57;25,73;16,14;15,15;0,58;24,33;22,81;2,94;;79.584
31.05.14;31.05.14 00:00;22,69;24,25;18,15;53,04;27,57;25,56;16,14;14,64;0,77;25,02;22,78;8,49;;79.584
1.06.14;1.06.14 00:00;22,42;24,17;18,29;53,2;27,5;25,22;15,94;14,16;0,83;25,69;22,74;3,07;;80.020
2.06.14;2.06.14 00:00;22,42;24,04;19,19;53,04;27,38;25,39;15,85;14,23;0,93;24,89;22,74;4,49;;80.020
3.06.14;3.06.14 00:00;21,73;23,96;23,51;53,04;27,89;25,39;15,76;15,06;0,93;24,54;23,18;13,31;;80.020
4.06.14;4.06.14 00:00;21,21;23,8;23,64;53,04;27,82;25,39;15,76;15,73;0,74;22,74;22,99;0,36;;80.020
5.06.14;5.06.14 00:00;20,16;23,78;23,89;53,86;27,95;25,56;15,85;17,29;0,9;27,84;23,71;21,78;;80.020
6.06.14;6.06.14 00:00;19,12;24,06;23,95;54,53;28,15;25,73;15,76;37,17;11,96;81,14;32,16;13,44;;80.020
7.06.14;7.06.14 00:00;18,09;24,48;25,54;55,36;28,28;25,9;15,76;47,76;13,45;81,77;33,64;5,36;;80.020
8.06.14;8.06.14 00:00;17,74;24,64;25,57;55,19;28,28;25,9;15,67;51,66;13,89;79,99;33,85;0,29;;80.020
9.06.14;9.06.14 00:00;17,79;24,74;25,57;55,03;28,08;25,9;15,62;54,38;14,19;73,16;33,45;0,16;;80.020
10.06.14;10.06.14 00:00;17,79;24,71;25,6;54,53;27,82;25,73;15,44;55,4;14,34;65,34;32,67;0;;80.020
11.06.14;11.06.14 00:00;17,74;24,61;25,6;54,36;27,7;25,39;15,23;55,53;14,5;59,77;32,04;0;;80.020
12.06.14;12.06.14 00:00;17,68;24,51;25,6;54,53;27,25;25,05;15,02;55,4;14,62;52,61;31,23;0;;80.020
13.06.14;13.06.14 00:00;17,53;24,4;25,6;53,86;26,93;24,72;14,86;55,4;14,68;46,83;30,48;0;;80.020
14.06.14;14.06.14 00:00;17,43;24,27;25,6;54,03;26,36;24,55;14,67;55,4;14,68;41,89;29,89;0;;80.020
15.06.14;15.06.14 00:00;17,38;24,12;25,6;53,7;25,49;24,21;14,52;55,4;14,71;33,48;28,86;0,66;;80.020
16.06.14;16.06.14 00:00;17,28;23,99;25,6;53,37;24,88;23,88;14,28;55,14;14,68;27,01;28,01;0,18;;80.020
17.06.14;17.06.14 00:00;17,28;23,78;31,69;53,53;24,76;23,54;14,14;55,14;14,56;25,34;28,38;6,79;;80.020
18.06.14;18.06.14 00:00;17,13;23,65;31,77;53,53;24,57;23,37;13,87;54,88;14,3;22,77;27,98;0;;80.020
19.06.14;19.06.14 00:00;16,92;23,49;31,77;53,37;24,33;23,2;13,82;54,54;14,11;22,21;27,78;1,17;;80.020
20.06.14;20.06.14 00:00;16,77;23,41;33,41;53,53;24,03;23,03;13,65;54,38;14,19;21,24;27,76;6,76;;80.020
21.06.14;21.06.14 00:00;16,47;23,28;33,41;53,37;24,03;22,7;13,44;54,22;14,11;22,71;27,77;0,97;;80.020
22.06.14;22.06.14 00:00;16,27;23,23;33,44;53,37;24,03;22,53;13,44;53,98;14,04;27,74;28,21;12,35;;80.020
23.06.14;23.06.14 00:00;15,96;23,13;33,44;53,04;24,09;22,38;13,27;53,73;13,89;25,82;27,88;0;;80.020
24.06.14;24.06.14 00:00;15,66;23,05;33,44;53,37;23,79;22,23;13,27;53,43;13,61;23,62;27,55;0;;80.020
25.06.14;25.06.14 00:00;15,41;22,92;33,44;52,71;23,67;21,93;13,23;53,14;13,41;20,12;27;0;;80.020
26.06.14;26.06.14 00:00;14,81;22,73;33,44;52,71;23,61;21,63;13,23;52,85;13,16;19,22;26,74;0;;80.020
27.06.14;27.06.14 00:00;13,82;22,58;33,44;52,38;23,37;21,48;13,15;52,57;12,99;20,61;26,64;0;;80.020
28.06.14;28.06.14 00:00;13;22,42;33,41;52,05;22,96;21,03;13;52,3;12,78;21,41;26,44;0;;80.020
29.06.14;29.06.14 00:00;12,88;22,21;33,41;52,05;22,78;20,73;12,85;51,92;12,52;22,12;26,35;0;;80.020
30.06.14;30.06.14 00:00;12,85;21,93;33,41;51,39;22,72;20,43;12,71;51,39;12,23;22,8;26,19;0;;80.020
1.07.14;1.07.14 00:00;12,69;21,77;33,41;51,23;22,55;20,28;12,67;50,51;11,96;23,45;26,05;0;;84.905
2.07.14;2.07.14 00:00;12,45;21,61;33,41;51,39;22,61;19,98;12,43;49,69;11,71;24,06;25,93;0;;84.905
3.07.14;3.07.14 00:00;12,21;21,43;33,37;50,9;22,37;19,68;12,35;49,14;11,44;24,53;25,74;0;;84.905
4.07.14;4.07.14 00:00;12,01;21,2;33,33;50,74;22,31;19,53;12,17;48,42;11,19;24,84;25,57;0;;84.905
5.07.14;5.07.14 00:00;11,96;21,04;33,44;50,74;22,37;19,23;12,04;47,76;10,94;25,5;25,5;4,83;;84.905
6.07.14;6.07.14 00:00;11,77;20,89;33,33;50,25;22,31;18,93;11,92;46,89;10,63;25,79;25,27;0;;84.905
7.07.14;7.07.14 00:00;11,72;20,73;33,26;50,08;22,02;18,63;11,84;45,86;10,31;26,11;25,06;0;;84.905
8.07.14;8.07.14 00:00;11,67;20,55;33,22;49,76;21,56;18,32;11,68;44,78;10,04;25,73;24,73;0;;84.905
9.07.14;9.07.14 00:00;11,77;20,29;33,19;49,76;21,22;18,02;11,49;43,68;9,76;26,4;24,56;0;;84.905
10.07.14;10.07.14 00:00;11,63;20,23;33,19;49,27;20,88;17,57;11,23;42,41;9,45;26,68;24,25;0;;84.905
11.07.14;11.07.14 00:00;11,43;20,21;33,15;48,95;20,88;17,42;11,02;41,37;9,08;27,08;24,06;0;;84.905
12.07.14;12.07.14 00:00;11,34;20,18;33,11;48,46;20,71;17,12;10,82;40,43;8,77;26,47;23,74;0;;84.905
13.07.14;13.07.14 00:00;11,14;20,16;33,11;48,95;20,6;16,82;10,62;39,33;8,48;25,63;23,48;1,78;;84.905
14.07.14;14.07.14 00:00;11;20,13;33,04;48,46;20,37;16,52;10,42;38,33;8,27;25,29;23,18;0;;84.905
15.07.14;15.07.14 00:00;11;20;33,04;48,3;19,93;16,22;10,26;37,45;7,99;24,93;22,91;0;;84.905
16.07.14;16.07.14 00:00;11,05;19,87;33,01;47,97;19,1;16,07;9,99;36,42;7,61;22,45;22,35;0,99;;84.905
17.07.14;17.07.14 00:00;11,05;19,74;32,97;47,81;18,72;15,77;9,77;35,4;7,99;18,95;21,82;0;;84.905
18.07.14;18.07.14 00:00;11,1;19,58;32,93;47,49;18,29;15,47;9,7;34,47;7,73;14,63;21,14;0;;84.905
19.07.14;19.07.14 00:00;11,1;19,43;32,93;47,33;17,97;15,32;9,6;33,63;7,43;11,6;20,63;4,6;;84.905
20.07.14;20.07.14 00:00;11,38;19,32;34,28;47,33;18,03;15,02;9,81;32,8;7,17;11,6;20,67;17,13;;84.905
21.07.14;21.07.14 00:00;11,38;19,32;34,32;47,01;18,03;14,87;9,74;32,06;6,88;12,26;20,59;0,55;;84.905
22.07.14;22.07.14 00:00;12,5;19,19;34,32;46,85;17,82;14,57;9,67;31,41;6,64;12,67;20,56;0;;84.905
23.07.14;23.07.14 00:00;12,55;18,96;34,32;46,37;17,61;14,27;9,53;30,59;6,44;13,06;20,37;0;;84.905
24.07.14;24.07.14 00:00;12,6;18,72;34,28;46,05;17,34;14,12;9,3;29,85;6,17;13,68;20,21;0;;84.905
25.07.14;25.07.14 00:00;12,79;18,54;34,32;45,57;17,29;13,67;9,5;29,63;5,98;14,14;20,14;12,24;;84.905
26.07.14;26.07.14 00:00;12,86;18,31;34,39;45,25;17,24;13,67;9,37;29;5,8;14,62;20,05;1,34;;84.905
27.07.14;27.07.14 00:00;12,89;17,99;34,43;45,09;17,24;13,37;9,24;28,22;5,45;15,09;19,9;0;;84.905
28.07.14;28.07.14 00:00;12,89;17,71;34,43;45,09;17,08;13,07;9,12;27,51;5,13;15,25;19,73;0;;84.905
29.07.14;29.07.14 00:00;12,91;17,42;34,43;44,93;17,08;13,07;9;26,89;4,6;15,53;19,59;0;;84.905
30.07.14;30.07.14 00:00;13;17,11;34,39;44,93;16,93;12,77;8,97;26,21;4,11;15,53;19,4;0;;84.905
31.07.14;31.07.14 00:00;13;16,8;34,39;44,77;16,72;12,62;8,94;25,55;3,62;15,64;19,21;0;;84.905
1.08.14;1.08.14 00:00;13;16,56;34,35;44,45;16,52;12,47;8,87;24,96;3,22;16,07;19,05;0;;83.262
2.08.14;2.08.14 00:00;13,09;16,33;34,35;44,13;16,26;12,02;8,8;24,6;2,81;16,59;18,9;0;;83.262
3.08.14;3.08.14 00:00;13,46;16,12;36,4;44,29;16,11;11,72;8,72;24,12;2,39;17,01;19,03;14,76;;83.262
4.08.14;4.08.14 00:00;13,82;15,91;36,47;44,93;16,62;11,57;8,72;23,67;1,83;17,4;19,09;9,19;;83.262
5.08.14;5.08.14 00:00;13,92;15,68;36,47;44,77;16,62;11,57;8,8;23,25;1,38;17,29;18,97;0;;83.262
6.08.14;6.08.14 00:00;13,82;15,42;36,47;44,45;16,57;11,27;8,72;22,86;1,06;16,58;18,72;0;;83.262
7.08.14;7.08.14 00:00;13,82;15,18;36,43;44,13;16,47;10,82;8,54;22,51;0,61;15,5;18,4;0;;83.262
8.08.14;8.08.14 00:00;13,97;15,08;37,45;44,93;16,52;11,72;8,5;22,04;0,26;16,07;18,65;19,55;;83.262
9.08.14;9.08.14 00:00;14,12;14,89;37,85;44,93;16,31;11,87;8,43;21,51;0,18;17,7;18,78;4,24;;83.262
10.08.14;10.08.14 00:00;14,22;14,79;38,22;45,09;16,26;11,72;8,4;21,11;0,26;18,69;18,88;3,81;;83.262
11.08.14;11.08.14 00:00;14,22;14,58;38,22;45,09;16,16;11,72;8,33;20,81;0,26;19,21;18,86;0;;83.262
12.08.14;12.08.14 00:00;14,22;14,44;38,22;45,09;15,91;11,57;8,23;20,37;0,32;19,84;18,82;0;;83.262
13.08.14;13.08.14 00:00;14,27;14,17;38,18;45,09;15,81;11,42;8;19,51;0,32;19,19;18,6;0;;83.262
14.08.14;14.08.14 00:00;14,27;13,91;38,18;44,77;15,66;10,82;7,9;18,67;0,32;17,58;18,21;0;;83.262
15.08.14;15.08.14 00:00;14,32;13,7;38,18;44,45;15,31;10,51;7,81;17,66;0,32;15,14;17,74;0;;83.262
16.08.14;16.08.14 00:00;14,32;13,43;38,18;43,5;15,06;10,51;7,67;16,94;0,32;14,9;17,48;0;;83.262
17.08.14;17.08.14 00:00;14,32;13,28;38,11;43,34;14,87;10,36;7,5;16,43;0,32;15,48;17,4;0;;83.262
18.08.14;18.08.14 00:00;14,37;13,12;38,11;43,18;14,67;10,51;7,36;16,05;0,41;16,06;17,38;9,84;;83.262
19.08.14;19.08.14 00:00;14,61;13,12;38,11;42,4;14,48;9,91;7,17;15,69;0,41;16,55;17,24;4,5;;83.262
20.08.14;20.08.14 00:00;14,71;13,06;38,07;42,24;14,14;9,31;7,1;15,21;0,32;16,73;17,09;0,13;;83.262
21.08.14;21.08.14 00:00;14,96;12,99;38,07;41,92;13,81;9,01;6,89;14,72;0,32;17,09;16,98;0;;83.262
22.08.14;22.08.14 00:00;15,16;12,89;38,15;41,61;13,43;8,41;6,67;13,99;0,32;17,64;16,83;0;;83.262
23.08.14;23.08.14 00:00;15,41;12,8;38,15;40,99;13,24;8,71;6,45;13,21;0,32;18,08;16,74;0;;83.262
24.08.14;24.08.14 00:00;15,46;12,67;38,15;40,67;13,15;8,11;6,25;12,31;0,35;18,6;16,57;0;;83.262
25.08.14;25.08.14 00:00;15,51;12,48;38,15;40,52;12,82;8,11;6,14;11,57;0,35;18,9;16,46;0;;83.262
26.08.14;26.08.14 00:00;15,51;12,33;38,11;40,21;12,64;7,4;5,93;10,71;0,38;19,5;16,27;0;;83.262
27.08.14;27.08.14 00:00;15,56;12,11;38,11;39,89;12,41;7,4;5,8;9,99;0,41;19,88;16,16;0;;83.262
28.08.14;28.08.14 00:00;15,71;11,93;38,11;39,58;12,14;7,08;5,44;9,17;0,55;20,37;16,01;0;;83.262
29.08.14;29.08.14 00:00;15,71;11,76;38,11;39,12;12,01;6,97;4,98;8,33;0,55;20,81;15,84;0;;83.262
30.08.14;30.08.14 00:00;15,71;11,55;38,07;38,81;11,74;6,87;4,65;7,23;0,61;21,2;15,64;0;;83.262
31.08.14;31.08.14 00:00;15,76;11,39;38,04;38,5;11,52;6,76;4,43;6,23;0,64;21,51;15,48;0;;83.262
1.09.14;1.09.14 00:00;15,76;11,14;38,04;38,04;11,3;6,76;4,12;5,48;0,71;21,85;15,32;0;;78.215
2.09.14;2.09.14 00:00;15,81;10,96;38,04;37,89;11,17;6,65;3,96;4,89;0,71;22,21;15,23;0;;78.215
3.09.14;3.09.14 00:00;15,91;10,77;38,04;37,58;10,99;6,55;3,61;4,33;0,71;22,38;15,09;0;;78.215
4.09.14;4.09.14 00:00;15,96;10,59;38,07;37,42;10,78;6,55;3,45;3,66;0,8;22,96;15,02;10,56;;78.215
5.09.14;5.09.14 00:00;16,01;10,44;38,04;37,12;10,78;6,55;3,25;3,34;0,8;23,01;14,93;0;;78.215
6.09.14;6.09.14 00:00;16,01;10,21;38,11;36,96;10,52;6,33;3,07;3,47;0,86;24,94;15,05;3,76;;78.215
7.09.14;7.09.14 00:00;16,01;10,01;38,33;37,73;10,65;6,33;2,87;3,56;1,13;53,77;18,04;16,97;;78.215
8.09.14;8.09.14 00:00;16,11;9,8;38,51;37,89;10,65;6,22;2,82;3,47;1,13;48,26;17,49;2,06;;78.215
9.09.14;9.09.14 00:00;16,22;9,66;39,35;38,19;10,87;6,22;2,66;3,22;1,13;45,57;17,31;5,42;;78.215
10.09.14;10.09.14 00:00;16,22;9,47;39,35;38,19;10,74;6,12;2,55;2,99;0,86;39,92;16,64;0;;78.215
11.09.14;11.09.14 00:00;16,27;9,28;39,35;37,89;10,69;5,9;2,4;2,78;0,64;36,79;16,2;0;;78.215
12.09.14;12.09.14 00:00;16,27;9,04;39,35;37,73;10,74;5,79;2,25;2,58;0,29;32,61;15,66;0;;78.215
13.09.14;13.09.14 00:00;16,32;8,87;39,31;37,58;10,74;5,69;2,1;2,4;0,44;29,4;15,28;0;;78.215
14.09.14;14.09.14 00:00;16,32;8,67;39,31;37,12;10,69;5,58;1,91;2,88;0,32;27,11;14,99;0,11;;78.215
15.09.14;15.09.14 00:00;16,27;8,48;39,31;36,96;10,69;5,47;1,7;3,22;0,18;25,12;14,74;0,46;;78.215
16.09.14;16.09.14 00:00;16,32;8,24;39,28;36,66;10,65;5,37;1,52;3,66;0,21;22,34;14,42;0,32;;78.215
17.09.14;17.09.14 00:00;16,27;8,13;39,31;36,51;10,78;5,26;1,37;4,09;0,55;31,92;15,42;10,39;;78.215
18.09.14;18.09.14 00:00;16,22;7,98;39,31;38,65;11,17;5,26;1,21;11,57;4,47;41,11;17,7;29,16;;78.215
19.09.14;19.09.14 00:00;16,42;7,96;39,71;44,29;12,55;5,26;1,21;19,19;9,56;94,99;25,11;19,28;;78.215
20.09.14;20.09.14 00:00;16,32;7,85;39,71;47,01;12,82;5,37;1,44;20,01;9,86;92,17;25,26;0,61;;78.215
21.09.14;21.09.14 00:00;16,42;7,7;39,75;47,17;13,1;5,58;1,48;20,46;9,86;88,82;25,03;0,14;;78.215
22.09.14;22.09.14 00:00;16,47;7,57;39,75;47,17;13,19;5,58;1,44;19,59;9,84;83,8;24,44;0;;78.215
23.09.14;23.09.14 00:00;16,42;7,48;39,75;47,33;13,47;5,58;1,4;19,19;9,76;74,76;23,51;9,35;;78.215
24.09.14;24.09.14 00:00;16,42;7,42;40,01;47,49;13,38;5,58;1,54;20,46;11,01;72,92;23,62;8,49;;78.215
25.09.14;25.09.14 00:00;16,57;7,35;40,01;47,49;13,52;5,58;1,61;20,46;11,01;69,46;23,31;0;;78.215
26.09.14;26.09.14 00:00;16,57;7,29;40,01;47,49;13,76;5,58;1,63;20,23;11,19;63,86;22,76;0;;78.215
27.09.14;27.09.14 00:00;16,52;7,27;40,83;47,97;14,04;6,12;1,74;20,46;11,68;57,45;22,41;26,2;;78.215
28.09.14;28.09.14 00:00;17,13;7,52;42,21;53,04;16,93;6,65;2,32;27,09;17,44;99,99;29,03;39,77;;78.215
29.09.14;29.09.14 00:00;18,55;7,68;42,58;56,53;19,38;7,96;4,33;29;18,24;99,91;30,42;12,03;;78.215
30.09.14;30.09.14 00:00;18,86;7,81;42,58;57,2;19,65;8,86;5,18;29,2;18,51;98,56;30,64;0;;78.215
1.10.14;1.10.14 00:00;19,12;7,87;42,58;57,2;19,59;9,16;5,49;29,2;18,57;94,4;30,32;0;;77.767
2.10.14;2.10.14 00:00;19,28;7,91;42,46;57,04;19,59;9,01;5,49;29,2;18,54;88,67;29,72;0;;77.767
3.10.14;3.10.14 00:00;19,38;7,96;42,5;56,53;19,43;8,86;5,33;29,2;18,54;82,55;29,03;0;;77.767
4.10.14;4.10.14 00:00;19,43;7,94;42,5;56,53;19,54;8,71;5,23;29,2;18,51;75,74;28,33;0,08;;77.767
5.10.14;5.10.14 00:00;19,43;7,91;42,46;56,53;19,81;8,71;5,49;29;18,27;59,57;26,72;0,31;;77.767
6.10.14;6.10.14 00:00;19,38;7,85;42,46;56,53;20,2;8,71;5,93;29;18,44;63,7;27,22;0;;77.767
7.10.14;7.10.14 00:00;19,07;7,8;42,46;56,36;20,37;8,71;6,25;29;18,37;56,23;26,46;0;;77.767
8.10.14;8.10.14 00:00;18,91;7,7;42,46;56,2;20,54;8,71;6,45;29;18,27;47,1;25,53;0;;77.767
9.10.14;9.10.14 00:00;18,61;7,63;42,46;56,36;20,76;8,56;6,61;29;18,27;43,84;25,21;0;;77.767
10.10.14;10.10.14 00:00;18,5;7,61;42,46;56,2;20,99;8,41;6,76;29;18,21;39,44;24,76;0,17;;77.767
11.10.14;11.10.14 00:00;18,5;7,61;42,46;56,03;21,28;8,41;6,8;28,73;18,15;37,33;24,53;0;;77.767
12.10.14;12.10.14 00:00;18,5;7,63;42,46;55,86;21,45;8,41;6,93;28,47;18,11;35,26;24,31;0;;77.767
13.10.14;13.10.14 00:00;18,45;7,63;42,42;55,69;21,56;8,26;6,96;28,07;18,05;36,22;24,33;0;;77.767
14.10.14;14.10.14 00:00;18,35;7,63;42,42;55,36;21,79;8,26;7,03;27,69;17,97;36,86;24,34;0;;77.767
15.10.14;15.10.14 00:00;18,25;7,63;42,38;55,19;22,14;8,26;7,17;27,3;17,84;37,39;24,36;0;;77.767
16.10.14;16.10.14 00:00;18,2;7,65;42,42;54,69;22,55;8,11;7,31;26,89;17,63;38,18;24,36;0;;77.767
17.10.14;17.10.14 00:00;18,2;7,65;42,42;54,36;22,84;8,11;7,36;26,7;17,48;38,41;24,35;0,36;;77.767
18.10.14;18.10.14 00:00;18,09;7,65;42,42;54,69;23,13;8,26;7,41;26,21;17,32;38,19;24,34;0,15;;77.767
19.10.14;19.10.14 00:00;18,04;7,68;42,38;54,36;23,31;8,26;7,47;25,76;17,24;38,05;24,26;2,83;;77.767
20.10.14;20.10.14 00:00;17,99;7,67;42,33;54,36;23,25;7,96;7,47;25,34;17,24;38,3;24,19;0,15;;77.767
21.10.14;21.10.14 00:00;18,04;7,67;42,33;54,03;23,55;7,96;7,58;24,96;17,03;38,67;24,18;0;;77.767
22.10.14;22.10.14 00:00;17,99;7,68;42,33;53,86;23,85;7,81;7,7;24,6;16,71;38,93;24,15;0;;77.767
23.10.14;23.10.14 00:00;17,94;7,61;42,38;53,37;24,33;7,66;7,72;24,17;16,45;39,04;24,07;0;;77.767
24.10.14;24.10.14 00:00;17,89;7,46;42,38;53,2;24,57;7,81;7,81;23,76;16,2;39,09;24,02;1,53;;77.767
25.10.14;25.10.14 00:00;18,2;7,33;42,38;53,7;24,82;8,11;8,03;25,76;16,71;98,98;30,4;33,1;;77.767
26.10.14;26.10.14 00:00;18,09;7,2;42,46;56,7;25,19;8,56;8,26;59,84;33,45;99,91;35,97;8,59;;77.767
27.10.14;27.10.14 00:00;18,3;7,24;43,04;67,15;30,65;9,16;8,65;71;39,91;99,99;39,51;31,56;;77.767
28.10.14;28.10.14 00:00;18,5;7,68;43,38;70,15;35,01;9,31;9,63;72,74;45,48;99,98;41,19;8,39;;77.767
29.10.14;29.10.14 00:00;18,86;8;43,58;71,57;36,67;9,61;10,46;71;49,96;99,99;41,97;3,22;;77.767
30.10.14;30.10.14 00:00;19,38;8,19;43,92;72,82;37,77;9,61;11,05;71;54,43;99,99;42,82;12,11;;77.767
31.10.14;31.10.14 00:00;20,52;9,79;45,47;76,96;40,17;10,66;12,04;72,74;60,05;99,99;44,84;21,09;;77.767
1.11.14;1.11.14 00:00;22,58;11,52;47,6;78,6;43,18;11,57;13,52;73,51;65,48;99,99;46,76;9,72;;75.344
2.11.14;2.11.14 00:00;23,01;12,06;47,81;78,97;44,61;12,47;14,33;74,34;68,36;99,99;47,6;0,26;;75.344
3.11.14;3.11.14 00:00;23,28;12,28;47,86;79,51;45,49;12,62;14,75;75,24;69,74;99,99;48,08;0;;75.344
4.11.14;4.11.14 00:00;24,09;12,43;47,86;79,15;46,05;12,77;15,02;76,2;70,95;99,9;48,44;0;;75.344
5.11.14;5.11.14 00:00;24,47;12,56;47,92;78,97;46,78;12,77;15,14;75,24;71,57;99,85;48,53;0;;75.344
6.11.14;6.11.14 00:00;24,9;12,6;47,81;78,97;47,67;12,92;15,31;80,59;72,11;99,67;49,26;0;;75.344
7.11.14;7.11.14 00:00;24,74;12,65;47,66;78,78;47,92;12,92;15,48;75,72;75,3;99;49,02;0;;75.344
8.11.14;8.11.14 00:00;24,47;12,71;47,45;78,42;48,74;13,07;15,71;76,2;75,3;98,28;49,04;0;;75.344
9.11.14;9.11.14 00:00;24,41;12,76;47,03;77,87;49,48;13,07;15,99;76,2;75,3;97,43;48,95;0;;75.344
10.11.14;10.11.14 00:00;24,36;12,82;46,82;77,51;50,06;13,22;16,14;76,34;75,98;96,55;48,98;0;;75.344
11.11.14;11.11.14 00:00;24,25;12,86;46,46;77,14;50,73;13,22;16,34;76,9;76,61;95,92;49,04;0;;75.344
12.11.14;12.11.14 00:00;24,41;12,87;46,2;76,6;51,14;13,22;16,55;77,36;77,13;94,92;49,04;0;;75.344
13.11.14;13.11.14 00:00;24,52;12,91;45,89;76,42;51,4;13,22;16,76;77,67;77,47;94,06;49,03;0;;75.344
14.11.14;14.11.14 00:00;24,63;12,95;45,63;76,05;51,56;13,52;16,92;78,33;78,22;93,5;49,13;3,78;;75.344
15.11.14;15.11.14 00:00;24,9;12,99;45,36;76,05;51,9;13,82;17,06;78,95;78,9;93,58;49,35;2,38;;75.344
16.11.14;16.11.14 00:00;25,12;13;45,31;76,05;52,49;13,67;17,15;79,4;79,41;96,89;49,85;1,62;;75.344
17.11.14;17.11.14 00:00;25,18;13,04;45,31;75,33;52,92;13,82;17,23;80,36;80,48;97,92;50,16;0;;75.344
18.11.14;18.11.14 00:00;25,18;13,06;45,31;74,97;53,43;13,82;17,32;81,13;81,28;98,02;50,35;0;;75.344
19.11.14;19.11.14 00:00;25,18;13,1;45,26;74,97;53,94;13,82;17,36;81,55;81,72;97,82;50,47;0;;75.344
20.11.14;20.11.14 00:00;25,39;13,15;46,88;75,33;55,66;14,27;17,59;81,98;82,16;97,71;51,01;13,24;;75.344
21.11.14;21.11.14 00:00;25,72;13,27;47,66;75,33;56,97;14,42;17,73;83,58;83,82;98,21;51,67;0,64;;75.344
22.11.14;22.11.14 00:00;26;13,32;47,76;75,33;58,29;14,87;17,93;85,09;85,39;97,99;52,2;0,5;;75.344
23.11.14;23.11.14 00:00;26,38;13,7;47,97;74,79;58,29;14,87;18,13;85,26;85,55;97,59;52,25;0,54;;75.344
24.11.14;24.11.14 00:00;26,99;14,1;48,13;74,97;57,85;15,02;18,18;85,58;85,88;97,1;52,38;0,68;;75.344
25.11.14;25.11.14 00:00;27,99;14,53;49,38;76,05;57,85;15,62;18,83;87,58;87,9;99,99;53,57;22,73;;75.344
